"landed_year","dealer_city","dealer_state","Adjusted_Val"
1977,"DAUPHIN ISLAND","AL",1929110
1977,"DAUPHIN ISLAND","AL",171735
1977,"DAUPHIN ISLAND","AL",3633548
1977,"DAUPHIN ISLAND","AL",156641
1977,"DAUPHIN ISLAND","AL",1432253
1977,"DAUPHIN ISLAND","AL",85190
1977,"DELCAMBRE","LA",2069656
1977,"DELCAMBRE","LA",5414156
1977,"DELCAMBRE","LA",1467040
1977,"DELCAMBRE","LA",3491943
1977,"DELCAMBRE","LA",364956
1977,"DELCAMBRE","LA",1088665
1977,"DELCAMBRE","LA",717531
1977,"DELCAMBRE","LA",2647730
1977,"DICKINSON","TX",149724
1977,"DICKINSON","TX",777888
1977,"DULAC","LA",1178518
1977,"DULAC","LA",1596002
1977,"DULAC","LA",2914659
1977,"DULAC","LA",2197118
1977,"DULAC","LA",872981
1977,"DULAC","LA",978479
1977,"DULAC","LA",88468
1977,"DULAC","LA",14760
1977,"DULAC","LA",785728
1977,"DULAC","LA",1315338
1977,"DULAC","LA",1178518
1977,"DULAC","LA",1596002
1977,"DULAC","LA",3560432
1977,"DULAC","LA",6650941
1977,"DULAC","LA",1253786
1977,"DULAC","LA",802857
1977,"DULAC","LA",785728
1977,"DULAC","LA",1315338
1977,"DULAC","LA",2016053
1977,"DULAC","LA",4036418
1977,"DULAC","LA",5501779
1977,"DULAC","LA",6749489
1977,"DULAC","LA",3374952
1977,"DULAC","LA",1756068
1977,"DULAC","LA",261966
1977,"DULAC","LA",271252
1977,"DULAC","LA",46213
1977,"DULAC","LA",214
1977,"EMPIRE","LA",30317
1977,"EMPIRE","LA",1460
1977,"EMPIRE","LA",120214
1977,"EMPIRE","LA",85142
1977,"FRANKLIN","LA",702570
1977,"FRANKLIN","LA",1515425
1977,"FREEPORT","TX",627068
1977,"FREEPORT","TX",119707
1977,"FREEPORT","TX",6465781
1977,"FREEPORT","TX",1811670
1977,"FREEPORT","TX",80635
1977,"FREEPORT","TX",1004251
1977,"FREEPORT","TX",1075522
1977,"FREEPORT","TX",214020
1977,"FREEPORT","TX",54393
1977,"FREEPORT","TX",503409
1977,"FREEPORT","TX",15682894
1977,"FREEPORT","TX",3241401
1977,"FREEPORT","TX",9577048
1977,"FREEPORT","TX",2211578
1977,"FREEPORT","TX",9888792
1977,"FREEPORT","TX",1321513
1977,"FREEPORT","TX",15395044
1977,"FREEPORT","TX",4353132
1977,"FULTON","TX",7291302
1977,"FULTON","TX",1569767
1977,"FULTON","TX",234220
1977,"FULTON","TX",1276385
1977,"GALVESTON","TX",769
1977,"GALVESTON","TX",62519
1977,"GALVESTON","TX",1003887
1977,"GALVESTON","TX",2108537
1977,"GALVESTON","TX",70658
1977,"GALVESTON","TX",338836
1977,"GALVESTON","TX",2658163
1977,"GALVESTON","TX",472211
1977,"GALVESTON","TX",2083
1977,"GALVESTON","TX",243628
1977,"GALVESTON","TX",340627
1977,"GALVESTON","TX",1230090
1977,"GALVESTON","TX",1470290
1977,"GALVESTON","TX",1775910
1977,"GALVESTON","TX",759979
1977,"GALVESTON","TX",3294286
1977,"GALVESTON","TX",1155868
1977,"GALVESTON","TX",2008
1977,"GALVESTON","TX",87985
1977,"GALVESTON","TX",19427
1977,"GALVESTON","TX",222142
1977,"GALVESTON","TX",1256
1977,"GALVESTON","TX",7176
1977,"GALVESTON","TX",723202
1977,"GALVESTON","TX",805162
1977,"GALVESTON","TX",143467
1977,"GALVESTON","TX",622432
1977,"GALVESTON","TX",4146141
1977,"GALVESTON","TX",1401375
1977,"GALVESTON","TX",4202934
1977,"GALVESTON","TX",2448701
1977,"GALVESTON","TX",89186
1977,"GOLDEN MEADOW","LA",740154
1977,"GOLDEN MEADOW","LA",2880
1977,"GOLDEN MEADOW","LA",1046053
1977,"GOLDEN MEADOW","LA",2156092
1977,"GOLDEN MEADOW","LA",486065
1977,"GOLDEN MEADOW","LA",107347
1977,"GOLDEN MEADOW","LA",5136180
1977,"GOLDEN MEADOW","LA",5961793
1977,"GOLDEN MEADOW","LA",2126521
1977,"GOLDEN MEADOW","LA",3603289
1977,"GOLDEN MEADOW","LA",432856
1977,"GOLDEN MEADOW","LA",141554
1977,"GOLDEN MEADOW","LA",5618906
1977,"GOLDEN MEADOW","LA",9124962
1977,"GOLDEN MEADOW","LA",107347
1977,"GOLDEN MEADOW","LA",2191358
1977,"GOLDEN MEADOW","LA",2135654
1977,"GOLDEN MEADOW","LA",2656979
1977,"GOLDEN MEADOW","LA",1603311
1977,"GOLDEN MEADOW","LA",2126521
1977,"GOLDEN MEADOW","LA",3603289
1977,"GRAND ISLE","LA",1049406
1977,"GRAND ISLE","LA",462853
1977,"GRAND ISLE","LA",929403
1977,"GRAND ISLE","LA",470584
1977,"GRAND ISLE","LA",5184726
1977,"GRAND ISLE","LA",2139872
1977,"GRETNA","LA",3176346
1977,"GRETNA","LA",3663970
1977,"GULF SHORES","AL",948220
1977,"GULF SHORES","AL",19594
1977,"GULF SHORES","AL",1958109
1977,"GULF SHORES","AL",6080
1977,"GULF SHORES","AL",118866
1977,"GULF SHORES","AL",66287
1977,"GULF SHORES","AL",1028
1977,"GULF SHORES","AL",606280
1977,"GULF SHORES","AL",12837
1977,"HACKBERRY","LA",89908
1977,"HACKBERRY","LA",269080
1977,"HACKBERRY","LA",131162
1977,"HACKBERRY","LA",636467
1977,"HACKBERRY","LA",89908
1977,"HACKBERRY","LA",269080
1977,"HARVEY","LA",267511
1977,"HARVEY","LA",10287
1977,"HARVEY","LA",162666
1977,"HARVEY","LA",28580
1977,"HARVEY","LA",421844
1977,"HARVEY","LA",441612
1977,"HOUMA","LA",60139
1977,"HOUMA","LA",64030
1977,"HOUMA","LA",46213
1977,"HOUMA","LA",214
1977,"HOUMA","LA",24043
1977,"INDIANOLA","TX",238784
1977,"INDIANOLA","TX",1237650
1977,"INDIANOLA","TX",104709
1977,"INDIANOLA","TX",1605462
1977,"LAFAYETTE","LA",1263269
1977,"LAFAYETTE","LA",4999034
1977,"LAFITTE","LA",299887
1977,"LAFITTE","LA",740832
1977,"LAFITTE","LA",1081598
1977,"LAFITTE","LA",1222029
1977,"LAFITTE","LA",3176346
1977,"LAFITTE","LA",3663970
1977,"LAFITTE","LA",3948685
1977,"LAFITTE","LA",6142964
1977,"LAFITTE","LA",1701603
1977,"LAFITTE","LA",1274261
1977,"LAFITTE","LA",4174749
1977,"LAFITTE","LA",6689523
1977,"LOS FRESNOS","TX",8758121
1977,"LOS FRESNOS","TX",46918
1977,"LOS FRESNOS","TX",947451
1977,"MADISONVILLE","LA",701260
1977,"MARRERO","LA",295642
1977,"MARRERO","LA",422750
1977,"MATAGORDA","TX",56405
1977,"MATAGORDA","TX",720394
1977,"MOBILE","AL",6198832
1977,"MOBILE","AL",164164
1977,"MONTEGUT","LA",2266288
1977,"MONTEGUT","LA",2250721
1977,"NEW IBERIA","LA",30647
1977,"NEW IBERIA","LA",3261
1977,"NEW ORLEANS","LA",1657578
1977,"NEW ORLEANS","LA",868273
1977,"NEW ORLEANS","LA",268161
1977,"NEW ORLEANS","LA",726987
1977,"NEW ORLEANS","LA",462693
1977,"NEW ORLEANS","LA",1201285
1977,"NEW ORLEANS","LA",6526
1977,"NEW ORLEANS","LA",18886
1977,"NEW ORLEANS","LA",19754
1977,"NEW ORLEANS","LA",209230
1977,"NEW ORLEANS","LA",977
1977,"NEW ORLEANS","LA",25442
1977,"NEW ORLEANS","LA",8207
1977,"NUECES","TX",12794379
1977,"NUECES","TX",2138371
1977,"NUECES","TX",479751
1977,"NUECES","TX",585991
1977,"OCEAN SPRINGS","MS",456174
1977,"OCEAN SPRINGS","MS",30143
1977,"OCEAN SPRINGS","MS",313132
1977,"PALACIOS","TX",391283
1977,"PALACIOS","TX",637522
1977,"PALACIOS","TX",4648410
1977,"PALACIOS","TX",886107
1977,"PALACIOS","TX",260662
1977,"PALACIOS","TX",1138422
1977,"PALACIOS","TX",2524176
1977,"PALACIOS","TX",1049287
1977,"PALACIOS","TX",391283
1977,"PALACIOS","TX",637522
1977,"PALACIOS","TX",1704091
1977,"PALACIOS","TX",1944213
1977,"PALACIOS","TX",460593
1977,"PALACIOS","TX",32053
1977,"PALACIOS","TX",17156
1977,"PALACIOS","TX",366103
1977,"PASCAGOULA","MS",123792
1977,"PASCAGOULA","MS",2329709
1977,"PASCAGOULA","MS",81187
1977,"PASCAGOULA","MS",288674
1977,"PASCAGOULA","MS",93543
1977,"PASCAGOULA","MS",493684
1977,"PASCAGOULA","MS",20976
1977,"PASCAGOULA","MS",215085
1977,"PASCAGOULA","MS",4108240
1977,"PASCAGOULA","MS",203236
1977,"PASCAGOULA","MS",1783331
1977,"PASCAGOULA","MS",2441478
1977,"PASCAGOULA","MS",159933
1977,"PASCAGOULA","MS",893633
1977,"PASS CHRISTIAN","MS",446956
1977,"PASS CHRISTIAN","MS",3894
1977,"PASS CHRISTIAN","MS",28999
1977,"PATTERSON","LA",1439375
1977,"PATTERSON","LA",785721
1977,"PATTERSON","LA",1955202
1977,"PATTERSON","LA",5367357
1977,"PORT ARTHUR","TX",262912
1977,"PORT ARTHUR","TX",729377
1977,"PORT ARTHUR","TX",238430
1977,"PORT ARTHUR","TX",262912
1977,"PORT ARTHUR","TX",729377
1977,"PORT ARTHUR","TX",1537817
1977,"PORT ARTHUR","TX",2720869
1977,"PORT ARTHUR","TX",1537817
1977,"PORT ARTHUR","TX",2720869
1977,"PORT ARTHUR","TX",118614
1977,"PORT ARTHUR","TX",541330
1977,"PORT ISABEL","TX",4827756
1977,"PORT ISABEL","TX",18818
1977,"PORT ISABEL","TX",8712493
1977,"PORT ISABEL","TX",680774
1977,"PORT ISABEL","TX",556441
1977,"PORT ISABEL","TX",134794
1977,"PORT ISABEL","TX",3734849
1977,"PORT ISABEL","TX",108412
1977,"PORT ISABEL","TX",4827756
1977,"PORT ISABEL","TX",18818
1977,"PORT ISABEL","TX",7003911
1977,"PORT ISABEL","TX",853213
1977,"PORT ISABEL","TX",7003911
1977,"PORT ISABEL","TX",853213
1977,"PORT ISABEL","TX",8758121
1977,"PORT ISABEL","TX",46918
1977,"PORT ISABEL","TX",947451
1977,"PORT ISABEL","TX",3734849
1977,"PORT ISABEL","TX",108412
1977,"PORT ISABEL","TX",8322936
1977,"PORT ISABEL","TX",709467
1977,"PORT ISABEL","TX",6074590
1977,"PORT ISABEL","TX",643333
1977,"PORT ISABEL","TX",556441
1977,"PORT ISABEL","TX",134794
1977,"PORT ISABEL","TX",5232096
1977,"PORT ISABEL","TX",192687
1977,"PORT ISABEL","TX",7003911
1977,"PORT ISABEL","TX",853213
1977,"PORT LAVACA","TX",92495
1977,"PORT LAVACA","TX",1515704
1977,"PORT LAVACA","TX",5382770
1977,"PORT LAVACA","TX",1412867
1977,"PORT LAVACA","TX",74648
1977,"PORT LAVACA","TX",376308
1977,"PORT LAVACA","TX",21980
1977,"PORT LAVACA","TX",185211
1977,"PORT O'CONNOR","TX",4379377
1977,"PORT O'CONNOR","TX",2521708
1977,"PORT O'CONNOR","TX",47960
1977,"PORT O'CONNOR","TX",683817
1977,"PORT SULPHUR","LA",816208
1977,"RAYNE","LA",575595
1977,"RAYNE","LA",100297
1977,"ROCKPORT","TX",320356
1977,"ROCKPORT","TX",2636336
1977,"SAN LEON","TX",19427
1977,"SAN LEON","TX",222142
1977,"SAN LEON","TX",70658
1977,"SAN LEON","TX",338836
1977,"SEABROOK","TX",343085
1977,"SEABROOK","TX",561594
1977,"SEABROOK","TX",1007281
1977,"SEABROOK","TX",132479
1977,"SEABROOK","TX",526863
1977,"SEABROOK","TX",132479
1977,"SEABROOK","TX",526863
1977,"SEABROOK","TX",9007
1977,"SEABROOK","TX",34463
1977,"SEABROOK","TX",51422
1977,"SEABROOK","TX",386694
1977,"SEABROOK","TX",1168749
1977,"SEADRIFT","TX",92424
1977,"SEADRIFT","TX",1030064
1977,"SEADRIFT","TX",92424
1977,"SEADRIFT","TX",1030064
1977,"SAINT AMANT","LA",25442
1977,"SAINT AMANT","LA",8207
1977,"SAINT BERNARD","LA",25442
1977,"SAINT BERNARD","LA",8207
1977,"SAINT BERNARD","LA",17092
1977,"SAINT BERNARD","LA",1889
1977,"SAINT BERNARD","LA",495338
1977,"SAINT BERNARD","LA",82208
1977,"SAINT BERNARD","LA",495338
1977,"SAINT BERNARD","LA",82208
1977,"THERIOT","LA",314756
1977,"THERIOT","LA",286976
1977,"THERIOT","LA",30905
1977,"THERIOT","LA",2656979
1977,"THERIOT","LA",1603311
1977,"THERIOT","LA",211106
1977,"THERIOT","LA",9082
1977,"UNKNOWN","AL",1043765
1977,"UNKNOWN","AL",2081111
1977,"UNKNOWN","AL",844
1977,"UNKNOWN","AL",1008
1977,"UNKNOWN","AL",326041
1977,"UNKNOWN","AL",22402
1977,"UNKNOWN","AL",8758110
1977,"UNKNOWN","AL",5353911
1977,"UNKNOWN","AL",1143593
1977,"UNKNOWN","AL",5474
1977,"UNKNOWN","AL",19709
1977,"UNKNOWN","AL",2890
1977,"UNKNOWN","AL",313006
1977,"UNKNOWN","AL",15788
1977,"UNKNOWN","LA",523214
1977,"UNKNOWN","LA",554589
1977,"UNKNOWN","LA",213084
1977,"UNKNOWN","LA",20622
1977,"UNKNOWN","LA",8486
1977,"UNKNOWN","LA",9501
1977,"UNKNOWN","LA",977580
1977,"UNKNOWN","LA",473566
1977,"UNKNOWN","LA",99984
1977,"UNKNOWN","LA",192220
1977,"UNKNOWN","LA",3104
1977,"UNKNOWN","LA",435845
1977,"UNKNOWN","LA",740154
1977,"UNKNOWN","LA",2880
1977,"UNKNOWN","LA",1046053
1977,"UNKNOWN","MS",1361766
1977,"UNKNOWN","MS",63315
1977,"UNKNOWN","MS",350383
1977,"UNKNOWN","MS",451051
1977,"UNKNOWN","MS",824122
1977,"UNKNOWN","MS",23440
1977,"UNKNOWN","MS",1841629
1977,"UNKNOWN","MS",55656
1977,"UNKNOWN","MS",344456
1977,"UNKNOWN","MS",17020
1977,"UNKNOWN","MS",527782
1977,"UNKNOWN","MS",245524
1977,"UNKNOWN","MS",56167
1977,"UNKNOWN","MS",23440
1977,"UNKNOWN","MS",245524
1977,"UNKNOWN","MS",824122
1977,"UNKNOWN","MS",344456
1977,"UNKNOWN","MS",56167
1977,"UNKNOWN","MS",1841629
1977,"UNKNOWN","MS",55656
1977,"UNKNOWN","MS",17020
1977,"UNKNOWN","MS",527782
1977,"UNKNOWN","MS",55656
1977,"UNKNOWN","MS",527782
1977,"UNKNOWN","MS",344456
1977,"UNKNOWN","MS",1841629
1977,"UNKNOWN","MS",56167
1977,"UNKNOWN","MS",824122
1977,"UNKNOWN","MS",17020
1977,"UNKNOWN","MS",245524
1977,"UNKNOWN","MS",23440
1977,"UNKNOWN","MS",1031650
1977,"UNKNOWN","MS",534263
1977,"UNKNOWN","MS",3887
1977,"UNKNOWN","TX",5753
1977,"UNKNOWN","TX",2451
1977,"UNKNOWN","TX",962381
1977,"UNKNOWN","TX",356132
1977,"UNKNOWN","TX",849690
1977,"UNKNOWN","TX",679725
1977,"UNKNOWN","TX",94129
1977,"UNKNOWN","TX",10842850
1977,"UNKNOWN","TX",296830
1977,"UNKNOWN","TX",121988
1977,"UNKNOWN","TX",139798
1977,"UNKNOWN","TX",182366
1977,"UNKNOWN","TX",6049
1977,"UNKNOWN","TX",7727
1977,"UNKNOWN","TX",1256
1977,"UNKNOWN","TX",7176
1977,"UNKNOWN","TX",19961
1977,"UNKNOWN","TX",146528
1977,"UNKNOWN","LA",79161
1977,"UNKNOWN","LA",30980
1977,"UNKNOWN","LA",750206
1977,"UNKNOWN","LA",46945
1977,"UNKNOWN","LA",1998372
1977,"UNKNOWN","LA",42585
1977,"UNRESOLVED","LA",5136180
1977,"UNRESOLVED","LA",5961793
1977,"UNRESOLVED","LA",1217114
1977,"UNRESOLVED","LA",864573
1977,"UNRESOLVED","LA",209230
1977,"UNRESOLVED","LA",977
1977,"UNRESOLVED","LA",1342924
1977,"UNRESOLVED","LA",248094
1977,"UNRESOLVED","LA",10086
1977,"UNRESOLVED","LA",37526
1977,"UNRESOLVED","LA",131162
1977,"UNRESOLVED","LA",636467
1977,"UNRESOLVED","LA",88468
1977,"UNRESOLVED","LA",14760
1977,"UNRESOLVED","LA",701260
1977,"UNRESOLVED","LA",1221134
1977,"UNRESOLVED","LA",1104164
1977,"UNRESOLVED","LA",888350
1977,"UNRESOLVED","LA",668999
1977,"UNRESOLVED","LA",422426
1977,"UNRESOLVED","LA",902310
1977,"UNRESOLVED","LA",1764442
1977,"UNRESOLVED","LA",4681739
1977,"UNRESOLVED","LA",789796
1977,"UNRESOLVED","LA",1013929
1977,"UNRESOLVED","LA",1480373
1977,"UNRESOLVED","LA",1961928
1977,"UNRESOLVED","LA",2416142
1977,"UNRESOLVED","LA",5023676
1977,"UNRESOLVED","LA",60139
1977,"UNRESOLVED","LA",64030
1977,"UNRESOLVED","LA",877682
1977,"UNRESOLVED","LA",183070
1977,"UNRESOLVED","LA",157458
1977,"UNRESOLVED","LA",2342
1977,"UNRESOLVED","LA",504379
1977,"UNRESOLVED","LA",1858111
1977,"UNRESOLVED","LA",211218
1977,"UNRESOLVED","LA",400463
1977,"UNRESOLVED","LA",73446
1977,"UNRESOLVED","LA",2126521
1977,"UNRESOLVED","LA",3603289
1977,"UNRESOLVED","LA",931884
1977,"UNRESOLVED","LA",1036644
1977,"UNRESOLVED","LA",393274
1977,"UNRESOLVED","LA",276811
1977,"UNRESOLVED","LA",589899
1977,"UNRESOLVED","LA",185170
1977,"UNRESOLVED","LA",292865
1977,"UNRESOLVED","LA",217802
1977,"UNRESOLVED","LA",421844
1977,"UNRESOLVED","LA",441612
1977,"UNRESOLVED","LA",2354947
1977,"UNRESOLVED","LA",5306216
1977,"UNRESOLVED","LA",89908
1977,"UNRESOLVED","LA",269080
1977,"UNRESOLVED","LA",178032
1977,"UNRESOLVED","LA",514670
1977,"UNRESOLVED","LA",1001296
1977,"UNRESOLVED","LA",587145
1977,"UNRESOLVED","LA",1342924
1977,"UNRESOLVED","LA",248094
1977,"UNRESOLVED","MS",956754
1977,"UNRESOLVED","MS",7843
1977,"UNRESOLVED","MS",10386
1977,"UNRESOLVED","MS",1270854
1977,"UNRESOLVED","MS",74100
1977,"UNRESOLVED","MS",286938
1977,"UNRESOLVED","MS",1362474
1977,"UNRESOLVED","MS",120279
1977,"UNRESOLVED","MS",182008
1977,"UNRESOLVED","MS",198068
1977,"UNRESOLVED","MS",1594154
1977,"UNRESOLVED","MS",38071
1977,"UNRESOLVED","MS",464834
1977,"UNRESOLVED","MS",115687
1977,"UNRESOLVED","MS",8497
1977,"UNRESOLVED","MS",116776
1977,"UNRESOLVED","MS",532980
1977,"UNRESOLVED","MS",45264
1977,"UNRESOLVED","MS",191172
1977,"VENICE","LA",3425564
1977,"VENICE","LA",4788473
1977,"WESTWEGO","LA",36233
1977,"WESTWEGO","LA",675280
1977,"WESTWEGO","LA",538927
1977,"WESTWEGO","LA",1240636
1977,"WESTWEGO","LA",1051598
1977,"WESTWEGO","LA",66716
1977,"WESTWEGO","LA",375573
1977,"APALACHICOLA","FL",334877
1977,"APALACHICOLA","FL",318974
1977,"APALACHICOLA","FL",400974
1977,"APALACHICOLA","FL",403905
1977,"APALACHICOLA","FL",318722
1977,"APALACHICOLA","FL",312843
1977,"APALACHICOLA","FL",42084
1977,"APALACHICOLA","FL",34401
1977,"APALACHICOLA","FL",135635
1977,"APALACHICOLA","FL",4684
1977,"APALACHICOLA","FL",44311
1977,"APALACHICOLA","FL",85449
1977,"APALACHICOLA","FL",23706
1977,"APALACHICOLA","FL",14
1977,"APALACHICOLA","FL",61140
1977,"APALACHICOLA","FL",28329
1977,"APALACHICOLA","FL",48052
1977,"APALACHICOLA","FL",4483
1977,"APALACHICOLA","FL",5579
1977,"APALACHICOLA","FL",808889
1977,"APALACHICOLA","FL",787641
1977,"APALACHICOLA","FL",526873
1977,"APALACHICOLA","FL",18961
1977,"APALACHICOLA","FL",7581
1977,"APALACHICOLA","FL",88621
1977,"APALACHICOLA","FL",8844
1977,"CANTONMENT","FL",25217
1977,"CANTONMENT","FL",116
1977,"CANTONMENT","FL",16077
1977,"CARRABELLE","FL",66781
1977,"CARRABELLE","FL",85581
1977,"CARRABELLE","FL",65052
1977,"CARRABELLE","FL",109811
1977,"CARRABELLE","FL",78079
1977,"CARRABELLE","FL",420238
1977,"CORTEZ","FL",205125
1977,"CORTEZ","FL",31443
1977,"CRYSTAL RIVER","FL",313813
1977,"DESTIN","FL",11826
1977,"EASTPOINT","FL",36032
1977,"EASTPOINT","FL",449
1977,"EASTPOINT","FL",55292
1977,"EASTPOINT","FL",44154
1977,"EASTPOINT","FL",180
1977,"EASTPOINT","FL",38602
1977,"EASTPOINT","FL",53903
1977,"EASTPOINT","FL",647
1977,"EASTPOINT","FL",47820
1977,"EASTPOINT","FL",2550
1977,"EASTPOINT","FL",296
1977,"EASTPOINT","FL",1379
1977,"EASTPOINT","FL",24989
1977,"EASTPOINT","FL",36199
1977,"EASTPOINT","FL",18961
1977,"EASTPOINT","FL",7581
1977,"FORT MYERS","FL",81878
1977,"FORT MYERS","FL",1716424
1977,"FORT MYERS","FL",240109
1977,"FORT MYERS BEACH","FL",75672
1977,"FORT MYERS BEACH","FL",1489986
1977,"FORT MYERS BEACH","FL",16979
1977,"FORT MYERS BEACH","FL",240891
